nct_id,overall_status,number_of_arms,intervention_count,has_multiple_intervention_types,log_enrollment,log_duration,high_enroll_flag_975,high_enroll_flag_99,has_dmc,has_expanded_access,healthy_volunteers,is_fda_regulated_drug,is_fda_regulated_device,phase_grouped,intervention_grouped,condt_grouped,allocation_grouped,masking_grouped,model_grouped,purpose_grouped,sponsor_grouped,elig_gender_grouped,elig_age_grouped
NCT02374645,1,2.0,1,0,4.174387269895637,7.127693699347399,0,0,1,0,0.0,-1,-1,1,drug,cancers,non_randomized,unknown,parallel,treatment,Industry,all,adult
NCT05212610,1,1.0,1,0,4.6443908991413725,6.987490247000991,0,0,0,0,0.0,1,0,4,biological,infectious_diseases,non_randomized,unknown,single_group,treatment,Other,all,adult
NCT00726141,1,2.0,1,0,6.551080335043404,6.999422467507961,0,0,0,0,0.0,-1,-1,not applicable,behavioral,others,,,,,Other,female,mixed
NCT02031861,1,2.0,1,0,3.6635616461296463,5.017279836814924,0,0,0,0,0.0,-1,-1,4,drug,cardiovascular_diseases,randomized,unknown,parallel,treatment,Industry,all,mixed
NCT05377346,1,2.0,1,0,4.343805421853684,5.44673737166631,0,0,-1,0,0.0,0,0,not applicable,other,others,randomized,quadruple,parallel,other,Other,all,adult
NCT00671736,1,4.0,1,0,5.081404364984463,6.461468176353717,0,0,1,0,0.0,-1,-1,2,drug,respiratory_disorders,randomized,quadruple,parallel,treatment,Industry,all,mixed
NCT02419222,1,1.0,1,0,3.4339872044851463,6.55250788703459,0,0,0,0,0.0,-1,-1,not applicable,behavioral,neurological_disorders,non_randomized,unknown,single_group,treatment,Other,all,mixed
NCT06414070,1,2.0,1,0,5.634789603169249,5.14166355650266,0,0,0,0,0.0,0,0,not applicable,behavioral,others,randomized,unknown,parallel,treatment,Multiple,female,mixed
NCT06085872,1,3.0,1,0,5.793013608384144,5.996452088619021,0,0,0,0,1.0,0,0,not applicable,behavioral,Multiple,randomized,single,sequential,prevention,Other,all,adult
NCT00493324,1,1.0,1,0,3.784189633918261,5.905361848054571,0,0,0,0,0.0,-1,-1,4,drug,dermatological_disorders,non_randomized,unknown,single_group,prevention,Industry,all,adult
NCT00870597,1,2.0,1,0,2.70805020110221,6.55250788703459,0,0,1,0,0.0,-1,-1,3,procedure,others,randomized,double,parallel,treatment,Other,all,adult
NCT01653587,1,2.0,1,0,5.484796933490655,7.200424892944957,0,0,0,0,0.0,-1,-1,4,device,cardiovascular_diseases,randomized,unknown,parallel,supportive_care,Other,all,adult
NCT01026844,0,2.0,1,0,3.332204510175204,7.576097340623111,0,0,1,0,0.0,-1,-1,1,drug,cancers,randomized,unknown,parallel,treatment,Multiple,all,adult
NCT03625986,1,2.0,1,0,4.663439094112067,6.511745329644728,0,0,1,0,1.0,0,0,not applicable,other,mental_disorders,randomized,quadruple,parallel,other,Multiple,all,mixed
NCT02123810,1,2.0,1,0,3.8501476017100575,5.214935757608986,0,0,0,0,1.0,-1,-1,not applicable,other,cardiovascular_diseases,randomized,unknown,crossover,diagnostic,Other,all,unknown
NCT05869344,1,2.0,2,1,3.367295829986474,7.085901464365611,0,0,0,0,1.0,0,0,not applicable,Multiple,endocrine/metabolic_disorders,randomized,triple,parallel,prevention,Other,all,adult
NCT03941093,1,2.0,1,0,5.652489180268651,7.528331766707247,0,0,1,0,0.0,1,0,3,drug,cancers,randomized,quadruple,parallel,treatment,Industry,all,adult
NCT01422590,1,3.0,1,0,3.295836866004329,5.817111159963204,0,0,0,0,0.0,-1,-1,1,drug,endocrine/metabolic_disorders,randomized,unknown,crossover,treatment,Multiple,all,mixed
NCT04643808,1,2.0,1,0,3.58351893845611,7.45876269238096,0,0,1,0,0.0,0,1,1,device,others,non_randomized,single,sequential,treatment,Multiple,all,child
NCT05929300,0,2.0,2,1,0.0,5.777652323222656,0,0,0,0,0.0,0,0,not applicable,Multiple,Multiple,,,,,Government,male,adult
NCT06346574,1,2.0,1,0,3.8918202981106265,5.777652323222656,0,0,0,0,1.0,0,0,not applicable,behavioral,others,randomized,unknown,parallel,other,Multiple,all,adult
NCT01383135,1,4.0,1,0,3.332204510175204,7.05444965813294,0,0,1,0,1.0,1,0,1,drug,cancers,non_randomized,unknown,parallel,diagnostic,Other,all,adult
NCT01557868,1,2.0,1,0,5.293304824724492,7.328437352895162,0,0,0,0,0.0,-1,-1,4,device,musculoskeletal_disorders,randomized,triple,parallel,other,Multiple,all,adult
NCT02670044,1,9.0,1,0,4.48863636973214,7.460490305825338,0,0,-1,0,0.0,-1,-1,1,drug,cancers,non_randomized,unknown,parallel,treatment,Industry,all,adult
NCT03055195,0,2.0,1,0,3.555348061489413,5.564520407322694,0,0,0,1,0.0,1,0,2,drug,dermatological_disorders,randomized,double,parallel,treatment,Industry,all,mixed
NCT04275141,1,2.0,1,0,1.9459101490553128,6.569481420414296,0,0,0,0,0.0,0,0,not applicable,other,Multiple,non_randomized,unknown,parallel,other,Other,all,adult
NCT03328182,1,1.0,1,0,3.555348061489413,5.4638318050256105,0,0,0,0,0.0,0,0,not applicable,device,others,non_randomized,unknown,single_group,other,Industry,all,adult
NCT02423369,1,1.0,2,1,3.912023005428146,6.883462586413092,0,0,0,0,0.0,-1,-1,not applicable,Multiple,others,non_randomized,unknown,single_group,diagnostic,Other,all,child
NCT02077790,1,1.0,1,0,4.204692619390966,4.5217885770490405,0,0,0,0,1.0,-1,-1,not applicable,device,others,non_randomized,unknown,single_group,diagnostic,Industry,all,adult
NCT00357422,1,2.0,1,0,3.610917912644224,7.649692623711514,0,0,1,0,0.0,-1,-1,not applicable,procedure,cancers,randomized,unknown,crossover,treatment,Other,all,mixed
NCT05905458,1,3.0,1,0,4.007333185232471,6.182084906716632,0,0,-1,0,0.0,0,0,2,drug,gastrointestinal_disorders,randomized,quadruple,parallel,treatment,Industry,all,adult
NCT00864110,1,2.0,1,0,1.6094379124341005,5.501258210544727,0,0,1,0,0.0,-1,-1,1,radiation,cancers,non_randomized,unknown,single_group,diagnostic,Multiple,all,adult
NCT00306852,1,2.0,1,0,5.3612921657094255,8.160803920954665,0,0,1,0,0.0,-1,-1,not applicable,procedure,opthamological_disorders,randomized,unknown,parallel,treatment,Multiple,all,mixed
NCT05909670,1,1.0,1,0,3.688879454113936,6.142037405587356,0,0,0,0,1.0,0,0,not applicable,behavioral,others,non_randomized,unknown,single_group,treatment,Multiple,all,unknown
NCT02160691,1,2.0,1,0,3.737669618283368,7.707062655370473,0,0,0,0,0.0,-1,-1,not applicable,device,mental_disorders,randomized,unknown,parallel,treatment,Other,all,mixed
NCT04737733,1,1.0,1,0,6.049733455231958,6.35088571671474,0,0,0,0,0.0,0,0,not applicable,other,Multiple,non_randomized,unknown,single_group,research,Other,all,senior
NCT02762071,1,2.0,1,0,4.691347882229144,6.996681488176539,0,0,0,0,0.0,-1,-1,not applicable,drug,Multiple,randomized,single,parallel,treatment,Other,all,mixed
NCT02556138,0,1.0,1,0,2.19722457733622,6.063785208687608,0,0,0,0,0.0,0,1,not applicable,device,Multiple,non_randomized,unknown,single_group,supportive_care,Other,all,adult
NCT02361151,1,2.0,1,0,5.303304908059076,5.717027701406222,0,0,0,0,1.0,-1,-1,not applicable,behavioral,endocrine/metabolic_disorders,randomized,unknown,parallel,prevention,Other,all,mixed
NCT00379899,1,1.0,1,0,5.8888779583328805,7.05444965813294,0,0,-1,0,0.0,-1,-1,4,drug,Multiple,randomized,unknown,parallel,treatment,Industry,all,adult
NCT03323879,0,1.0,1,0,2.079441541679836,6.883462586413092,0,0,1,0,0.0,0,0,1,radiation,cancers,unknown,unknown,sequential,treatment,Other,male,adult
NCT00989456,1,2.0,1,0,4.007333185232471,7.1770187659099,0,0,0,0,0.0,0,0,not applicable,behavioral,Multiple,randomized,unknown,parallel,supportive_care,Other,all,adult
NCT03719924,1,2.0,1,0,4.672828834461906,7.617759576608505,0,0,0,0,0.0,0,0,2,drug,cancers,randomized,unknown,parallel,treatment,Multiple,all,adult
NCT03635762,1,1.0,1,0,4.174387269895637,6.628041376179533,0,0,0,0,0.0,0,0,not applicable,behavioral,respiratory_disorders,non_randomized,unknown,single_group,prevention,Other,all,child
NCT01742624,1,2.0,1,0,4.110873864173311,4.127134385045092,0,0,0,0,0.0,-1,-1,4,drug,renal/urological_disorders,randomized,unknown,parallel,treatment,Industry,all,adult
NCT01589432,1,3.0,1,0,3.688879454113936,5.3706380281276624,0,0,0,0,0.0,-1,-1,2,drug,neurological_disorders,randomized,double,parallel,research,Industry,all,mixed
NCT03412630,0,1.0,1,0,0.6931471805599453,6.376726947898627,0,0,0,0,0.0,0,1,not applicable,radiation,cancers,non_randomized,unknown,single_group,diagnostic,Multiple,female,adult
NCT03537404,1,5.0,1,0,3.610917912644224,4.219507705176107,0,0,0,0,1.0,0,0,1,drug,,randomized,unknown,crossover,treatment,Industry,all,adult
NCT05423938,1,2.0,1,0,3.4011973816621555,6.729824070489475,0,0,0,0,0.0,0,0,not applicable,dietary_supplement,Multiple,randomized,quadruple,crossover,treatment,Multiple,all,mixed
NCT05219344,1,2.0,1,0,2.995732273553991,5.278114659230517,0,0,0,0,1.0,0,0,not applicable,procedure,Multiple,randomized,triple,parallel,treatment,Other,male,adult
NCT06284603,1,3.0,1,0,4.394449154672439,6.492239835020471,0,0,0,0,1.0,0,0,not applicable,device,,randomized,unknown,parallel,treatment,Other,male,adult
NCT04438317,1,2.0,1,0,5.429345628954441,7.026426808699636,0,0,1,0,0.0,0,0,not applicable,procedure,others,randomized,single,parallel,treatment,Other,all,adult
NCT04788706,1,4.0,1,0,4.394449154672439,6.55250788703459,0,0,0,0,0.0,0,0,not applicable,other,musculoskeletal_disorders,randomized,quadruple,parallel,treatment,Other,all,mixed
NCT05343585,1,1.0,1,0,3.218875824868201,3.6375861597263857,0,0,0,0,1.0,0,0,not applicable,device,others,non_randomized,unknown,single_group,other,Multiple,all,adult
NCT01100437,0,2.0,1,0,2.70805020110221,5.814130531825066,0,0,0,0,0.0,-1,-1,4,drug,pain_disorders,randomized,triple,crossover,other,Industry,all,adult
NCT00872781,1,2.0,1,0,4.174387269895637,4.127134385045092,0,0,1,0,1.0,-1,-1,not applicable,drug,,randomized,unknown,crossover,other,Industry,male,adult
NCT05894304,1,2.0,2,1,3.970291913552122,5.488937726156687,0,0,0,0,0.0,0,0,not applicable,Multiple,dermatological_disorders,randomized,unknown,parallel,treatment,Other,all,adult
NCT01554657,1,2.0,1,0,3.8501476017100575,5.983936280687191,0,0,1,0,0.0,-1,-1,not applicable,other,infectious_diseases,randomized,unknown,parallel,treatment,Other,all,adult
NCT04080024,1,1.0,1,0,2.70805020110221,7.086737934510577,0,0,0,0,0.0,0,0,1,drug,cancers,non_randomized,unknown,single_group,diagnostic,Industry,all,adult
NCT00752284,1,2.0,1,0,5.857933154483459,6.675823221634848,0,0,0,0,1.0,-1,-1,not applicable,procedure,Multiple,randomized,unknown,parallel,prevention,Other,all,unknown
NCT01283711,1,1.0,1,0,3.6375861597263857,5.220355825078324,0,0,0,0,1.0,-1,-1,not applicable,device,others,non_randomized,unknown,single_group,treatment,Industry,all,adult
NCT01280669,0,2.0,1,0,0.0,6.71295620067707,0,0,0,0,0.0,1,0,2,drug,Multiple,randomized,unknown,parallel,treatment,Multiple,all,adult
NCT01495065,0,2.0,1,0,2.19722457733622,4.110873864173311,0,0,-1,0,1.0,-1,-1,1,drug,infectious_diseases,,,,,Industry,all,adult
NCT02755285,1,1.0,1,0,3.044522437723423,3.970291913552122,0,0,0,0,1.0,0,1,not applicable,device,others,non_randomized,unknown,single_group,diagnostic,Industry,all,adult
NCT04525872,1,1.0,1,0,3.610917912644224,6.616065185132817,0,0,1,0,0.0,0,0,not applicable,other,reproductive_health,non_randomized,unknown,single_group,supportive_care,Other,all,child
NCT01660256,1,3.0,1,0,5.3471075307174685,5.613128106388071,0,0,0,0,0.0,-1,-1,3,drug,opthamological_disorders,randomized,single,parallel,treatment,Industry,all,adult
NCT01866228,1,2.0,1,0,4.948759890378168,7.405495663199472,0,0,0,0,0.0,-1,-1,not applicable,other,cancers,randomized,double,parallel,supportive_care,Other,all,adult
NCT05839964,1,5.0,1,0,5.71042701737487,5.3230099791384085,0,0,0,0,1.0,0,0,2,dietary_supplement,,randomized,triple,parallel,treatment,Industry,all,adult
NCT02151812,1,2.0,1,0,4.820281565605037,7.551186867296149,0,0,1,0,0.0,-1,-1,not applicable,device,cardiovascular_diseases,randomized,single,parallel,treatment,Industry,all,adult
NCT02228213,1,2.0,2,1,4.543294782270004,6.882437470997847,0,0,1,0,0.0,-1,-1,2,Multiple,neurological_disorders,randomized,quadruple,parallel,treatment,Multiple,all,mixed
NCT00179205,0,2.0,1,0,3.332204510175204,6.851184927493743,0,0,0,0,0.0,-1,-1,2,drug,renal/urological_disorders,randomized,quadruple,crossover,treatment,Multiple,all,adult
NCT05585307,1,8.0,1,0,3.912023005428146,6.234410725718371,0,0,0,0,0.0,1,0,1,drug,infectious_diseases,non_randomized,unknown,sequential,treatment,Industry,all,adult
NCT02337075,1,2.0,2,1,4.110873864173311,6.18826412308259,0,0,0,0,1.0,0,0,not applicable,Multiple,,randomized,unknown,crossover,research,Multiple,all,adult
NCT01375179,0,2.0,1,0,3.332204510175204,6.249975242259483,0,0,-1,0,0.0,-1,-1,2,drug,gastrointestinal_disorders,randomized,double,parallel,treatment,Industry,all,adult
NCT06005441,1,4.0,1,0,5.159055299214529,5.840641657373398,0,0,-1,0,1.0,1,0,2,drug,others,randomized,double,parallel,treatment,Industry,all,adult
NCT06407609,1,2.0,2,1,4.174387269895637,5.204006687076795,0,0,-1,0,1.0,0,0,not applicable,Multiple,Multiple,randomized,double,parallel,treatment,Other,all,mixed
NCT01006967,1,2.0,2,1,6.228511003591184,7.81035268372429,0,0,0,0,0.0,-1,-1,not applicable,Multiple,others,randomized,unknown,parallel,prevention,Multiple,all,adult
NCT03564951,1,2.0,1,0,1.3862943611198906,6.315358001522335,0,0,0,0,0.0,0,0,not applicable,procedure,cardiovascular_diseases,randomized,unknown,parallel,treatment,Other,all,adult
NCT03028285,1,3.0,1,0,3.8918202981106265,5.278114659230517,0,0,0,0,1.0,-1,-1,1,drug,cardiovascular_diseases,randomized,unknown,parallel,treatment,Industry,all,adult
NCT02548260,0,4.0,1,0,3.5263605246161616,5.902633333401366,0,0,1,0,1.0,-1,-1,not applicable,device,others,randomized,single,parallel,treatment,Other,all,mixed
NCT04106661,1,2.0,1,0,2.8903717578961645,6.100318952020064,0,0,0,0,0.0,0,0,not applicable,other,endocrine/metabolic_disorders,non_randomized,single,parallel,treatment,Other,female,adult
NCT00238641,1,2.0,1,0,2.3978952727983707,7.104144092987527,0,0,-1,0,0.0,-1,-1,1,drug,neurological_disorders,non_randomized,unknown,single_group,treatment,Multiple,all,mixed
NCT00305110,1,1.0,1,0,5.700443573390687,5.613128106388071,0,0,-1,0,1.0,-1,-1,2,drug,pain_disorders,non_randomized,unknown,single_group,treatment,Other,all,adult
NCT03709927,1,4.0,2,1,3.737669618283368,5.407171771460119,0,0,0,0,1.0,1,0,1,Multiple,cardiovascular_diseases,randomized,triple,crossover,treatment,Industry,all,adult
NCT00356915,1,3.0,1,0,7.231287004327616,6.714170529909472,0,0,0,0,0.0,-1,-1,3,drug,dermatological_disorders,randomized,single,parallel,treatment,Industry,all,mixed
NCT02832115,1,2.0,1,0,4.61512051684126,6.863803391452954,0,0,1,0,0.0,1,0,4,drug,cardiovascular_diseases,randomized,double,parallel,prevention,Other,all,adult
NCT02394756,1,3.0,1,0,3.970291913552122,5.3612921657094255,0,0,0,0,1.0,-1,-1,not applicable,device,others,randomized,unknown,crossover,treatment,Industry,all,adult
NCT00472173,1,2.0,1,0,3.555348061489413,7.2875606403097235,0,0,0,0,0.0,-1,-1,3,drug,dental_disorders,randomized,unknown,parallel,treatment,Other,all,mixed
NCT06315335,1,5.0,1,0,3.713572066704308,5.220355825078324,0,0,0,0,1.0,1,0,1,drug,,randomized,double,parallel,other,Industry,all,adult
NCT02380833,1,4.0,1,0,3.044522437723423,5.983936280687191,0,0,0,0,1.0,-1,-1,not applicable,behavioral,,randomized,unknown,factorial,other,Other,female,adult
NCT00693641,1,2.0,1,0,3.688879454113936,6.97166860472579,0,0,0,0,1.0,-1,-1,4,other,pain_disorders,,,,,Other,all,adult
NCT03131856,1,2.0,1,0,5.017279836814924,7.067319848653476,0,0,0,0,0.0,0,0,not applicable,behavioral,others,randomized,unknown,parallel,treatment,Other,all,adult
NCT01399372,1,2.0,3,1,4.5217885770490405,8.268218880067506,0,0,1,0,0.0,-1,-1,2,Multiple,Multiple,randomized,unknown,parallel,treatment,Multiple,all,adult
NCT00504452,0,2.0,1,0,3.332204510175204,6.553933404025811,0,0,1,0,0.0,-1,-1,2,drug,infectious_diseases,non_randomized,unknown,single_group,treatment,Industry,all,adult
NCT02389465,1,2.0,1,0,4.787491742782046,7.969703583278656,0,0,0,0,1.0,1,0,4,drug,Multiple,randomized,double,parallel,treatment,Other,all,mixed
NCT04931030,1,2.0,1,0,3.4339872044851463,6.582025138892826,0,0,1,0,0.0,0,0,not applicable,other,Multiple,randomized,unknown,parallel,treatment,Other,all,mixed
NCT03461705,0,1.0,1,0,1.791759469228055,5.659482215759621,0,0,0,0,0.0,0,1,not applicable,device,cardiovascular_diseases,non_randomized,unknown,single_group,diagnostic,Other,all,adult
NCT03725085,1,1.0,1,0,6.315358001522335,5.583496308781699,0,0,0,0,1.0,1,0,4,drug,,non_randomized,unknown,single_group,research,Industry,all,mixed
NCT03206008,0,2.0,1,0,2.4849066497880004,5.918893854273146,0,0,-1,0,1.0,0,0,not applicable,drug,pain_disorders,randomized,triple,parallel,supportive_care,Other,all,adult
NCT02871271,0,1.0,1,0,0.0,5.720311776607412,0,0,0,0,1.0,-1,-1,not applicable,dietary_supplement,others,non_randomized,unknown,single_group,treatment,Industry,all,adult
NCT03095404,0,2.0,1,0,0.0,5.099866427824199,0,0,0,0,0.0,0,0,1,drug,others,,,,,Other,all,adult
NCT01597310,1,2.0,1,0,2.772588722239781,4.127134385045092,0,0,0,0,1.0,-1,-1,1,drug,,non_randomized,unknown,parallel,research,Industry,all,adult
NCT02477527,1,1.0,1,0,3.091042453358316,5.814130531825066,0,0,0,0,0.0,-1,-1,4,drug,Multiple,non_randomized,unknown,single_group,treatment,Multiple,all,adult
NCT00618826,1,1.0,1,0,2.70805020110221,7.882314918980268,0,0,0,0,0.0,-1,-1,2,drug,cancers,non_randomized,unknown,single_group,treatment,Multiple,all,adult
NCT01849029,1,2.0,1,0,4.110873864173311,7.233455418621439,0,0,1,0,0.0,-1,-1,not applicable,behavioral,Multiple,randomized,single,crossover,treatment,Multiple,female,adult
NCT05957484,0,3.0,1,0,1.6094379124341005,6.251903883165888,0,0,0,0,0.0,0,1,not applicable,device,Multiple,randomized,double,parallel,treatment,Multiple,all,adult
NCT03422770,1,4.0,1,0,4.890349128221754,6.806829360392176,0,0,-1,0,1.0,0,0,not applicable,diagnostic_test,cardiovascular_diseases,non_randomized,single,parallel,diagnostic,Other,all,mixed
NCT04403334,1,2.0,1,0,4.74493212836325,4.762173934797756,0,0,0,0,1.0,0,0,4,drug,others,randomized,triple,parallel,other,Other,all,mixed
NCT05348889,0,1.0,1,0,2.079441541679836,6.677083461247136,0,0,0,0,0.0,1,0,1,drug,cancers,non_randomized,unknown,single_group,treatment,Industry,all,adult
NCT02005328,1,1.0,1,0,3.713572066704308,4.143134726391533,0,0,-1,0,0.0,-1,-1,not applicable,device,others,randomized,unknown,crossover,supportive_care,Industry,all,adult
NCT03842761,1,4.0,1,0,4.174387269895637,6.693323668269949,0,0,0,0,0.0,1,0,1,drug,gastrointestinal_disorders,randomized,double,parallel,treatment,Industry,all,adult
NCT02598297,0,2.0,1,0,3.912023005428146,6.444131256700441,0,0,1,0,0.0,0,0,3,drug,genetic_disorders,randomized,triple,parallel,treatment,Industry,all,adult
NCT02924402,1,6.0,1,0,5.043425116919247,7.9157131993821155,0,0,0,0,0.0,1,0,1,biological,cancers,non_randomized,unknown,parallel,treatment,Industry,all,adult
NCT02364947,1,3.0,1,0,6.520621127558696,6.2878585601617845,0,0,0,0,0.0,0,0,3,drug,mental_disorders,randomized,double,parallel,treatment,Industry,all,adult
NCT02826993,1,1.0,1,0,4.61512051684126,7.080026499922591,0,0,0,0,0.0,-1,-1,not applicable,device,Multiple,non_randomized,unknown,single_group,diagnostic,Other,all,unknown
NCT01544907,1,2.0,1,0,4.836281906951478,6.508769136971682,0,0,1,0,0.0,-1,-1,not applicable,device,others,randomized,unknown,parallel,treatment,Multiple,all,adult
NCT02670395,1,2.0,1,0,4.174387269895637,5.0369526024136295,0,0,0,0,1.0,0,-1,1,drug,,randomized,double,parallel,treatment,Industry,male,adult
NCT05179837,0,1.0,1,0,3.610917912644224,6.118097198041348,0,0,1,0,0.0,0,1,not applicable,device,Multiple,non_randomized,unknown,single_group,diagnostic,Other,all,adult
NCT02423629,1,1.0,1,0,4.969813299576001,7.60688453121963,0,0,0,0,0.0,-1,-1,not applicable,device,musculoskeletal_disorders,non_randomized,unknown,single_group,treatment,Industry,all,adult
NCT04300296,1,9.0,2,1,4.718498871295094,6.470799503782602,0,0,0,0,0.0,1,0,2,Multiple,others,randomized,quadruple,parallel,treatment,Industry,all,adult
NCT02716402,1,1.0,1,0,3.9318256327243257,6.595780513961311,0,0,0,0,0.0,-1,-1,not applicable,radiation,others,non_randomized,unknown,single_group,diagnostic,Other,all,mixed
NCT04285463,1,2.0,1,0,2.8903717578961645,6.2166061010848646,0,0,0,0,0.0,0,0,not applicable,diagnostic_test,respiratory_disorders,non_randomized,unknown,single_group,diagnostic,Other,all,adult
NCT03472274,1,2.0,1,0,4.624972813284271,7.396948602621014,0,0,1,0,0.0,0,0,2,drug,cancers,randomized,unknown,parallel,treatment,Multiple,all,adult
NCT01072565,1,2.0,1,0,4.5217885770490405,6.551080335043404,0,0,0,0,0.0,-1,-1,not applicable,other,endocrine/metabolic_disorders,randomized,unknown,factorial,treatment,Multiple,all,mixed
NCT04984642,1,1.0,1,0,3.044522437723423,6.3080984415095305,0,0,0,0,1.0,0,0,not applicable,other,others,non_randomized,unknown,single_group,diagnostic,Other,all,mixed
NCT02970669,1,2.0,1,0,4.948759890378168,6.129050210060545,0,0,-1,1,0.0,-1,-1,4,drug,cardiovascular_diseases,randomized,double,parallel,other,Industry,all,mixed
NCT00762112,0,1.0,1,0,5.75890177387728,5.983936280687191,0,0,0,0,0.0,-1,-1,3,drug,endocrine/metabolic_disorders,non_randomized,unknown,single_group,treatment,Industry,all,mixed
NCT02321540,1,1.0,1,0,2.6390573296152584,7.767263996757308,0,0,0,0,0.0,1,0,1,drug,cancers,non_randomized,unknown,single_group,treatment,Multiple,all,adult
NCT04560946,1,2.0,1,0,4.68213122712422,7.2875606403097235,0,0,0,0,1.0,0,0,not applicable,behavioral,neurological_disorders,randomized,single,parallel,treatment,Multiple,all,adult
NCT00424463,1,2.0,1,0,5.204006687076795,6.747586526829315,0,0,0,0,0.0,-1,-1,3,drug,neurological_disorders,randomized,quadruple,parallel,treatment,Industry,all,adult
NCT05660655,1,2.0,1,0,4.553876891600541,5.899897353582492,0,0,1,0,0.0,0,0,4,drug,musculoskeletal_disorders,randomized,unknown,parallel,treatment,Other,all,adult
NCT04609657,1,6.0,1,0,5.1298987149230735,5.2832037287379885,0,0,0,0,1.0,0,0,not applicable,other,others,randomized,quadruple,parallel,research,Industry,all,adult
NCT02241538,1,4.0,1,0,5.6937321388027,6.912742820493176,0,0,1,0,0.0,-1,-1,not applicable,device,pain_disorders,randomized,single,parallel,treatment,Other,all,mixed
NCT02682992,1,1.0,1,0,3.871201010907891,7.387090235656757,0,0,1,0,0.0,0,1,not applicable,device,others,non_randomized,unknown,single_group,prevention,Other,all,adult
NCT01578447,1,2.0,1,0,5.877735781779639,5.814130531825066,0,0,1,0,0.0,-1,-1,not applicable,drug,others,randomized,unknown,crossover,other,Other,female,adult
NCT00311246,0,1.0,1,0,2.4849066497880004,6.785587645007929,0,0,1,0,0.0,-1,-1,2,drug,others,non_randomized,unknown,single_group,treatment,Multiple,all,mixed
NCT00759161,1,2.0,1,0,3.58351893845611,4.804021044733257,0,0,0,0,0.0,-1,-1,2,drug,dermatological_disorders,randomized,triple,parallel,treatment,Industry,all,adult
NCT02274090,1,2.0,1,0,4.262679877041316,5.613128106388071,0,0,1,0,1.0,-1,-1,2,drug,dental_disorders,randomized,double,parallel,treatment,Other,all,adult
NCT00759330,1,4.0,1,0,4.852030263919617,5.616771097666572,0,0,0,0,0.0,-1,-1,2,drug,pain_disorders,randomized,triple,parallel,treatment,Industry,all,mixed
NCT03333070,0,2.0,2,1,3.9318256327243257,0.0,0,0,1,0,0.0,0,0,not applicable,Multiple,others,randomized,triple,parallel,treatment,Other,all,child
NCT03531346,1,2.0,1,0,4.110873864173311,6.059123195581797,0,0,-1,0,1.0,0,0,not applicable,other,others,non_randomized,single,parallel,other,Other,all,adult
NCT04402450,1,2.0,1,0,3.713572066704308,5.602118820879701,0,0,1,0,0.0,0,0,not applicable,procedure,Multiple,randomized,triple,parallel,supportive_care,Other,all,mixed
NCT05651139,1,2.0,1,0,4.110873864173311,5.0238805208462765,0,0,0,0,0.0,0,0,not applicable,device,others,unknown,single,parallel,treatment,Government,all,adult
NCT06619483,1,3.0,1,0,3.218875824868201,4.672828834461906,0,0,0,0,1.0,0,0,1,drug,cardiovascular_diseases,randomized,single,parallel,other,Industry,all,adult
NCT04162262,1,3.0,1,0,4.430816798843313,6.1092475827643655,0,0,1,0,1.0,0,0,not applicable,other,others,randomized,double,parallel,treatment,Other,all,adult
NCT03479879,1,2.0,1,0,5.303304908059076,5.616771097666572,0,0,-1,0,0.0,0,0,3,drug,others,randomized,quadruple,parallel,treatment,Other,female,adult
NCT04964128,1,1.0,1,0,3.367295829986474,5.91350300563827,0,0,0,0,1.0,0,1,not applicable,device,endocrine/metabolic_disorders,non_randomized,unknown,single_group,treatment,Industry,all,mixed
NCT02102373,1,2.0,1,0,5.220355825078324,6.637258031284457,0,0,-1,0,0.0,-1,-1,not applicable,device,gastrointestinal_disorders,randomized,single,parallel,treatment,Other,all,mixed
NCT05317611,1,3.0,1,0,4.158883083359672,6.846943139585379,0,0,0,0,1.0,0,0,not applicable,drug,others,randomized,double,parallel,treatment,Government,female,adult
NCT01543685,1,5.0,1,0,6.137727054086234,5.0238805208462765,0,0,0,0,0.0,-1,-1,3,drug,pain_disorders,randomized,triple,parallel,treatment,Industry,all,adult
NCT01618383,0,1.0,1,0,2.995732273553991,6.363028103540465,0,0,1,0,0.0,-1,-1,not applicable,other,neurological_disorders,non_randomized,unknown,single_group,diagnostic,Other,all,mixed
NCT02754362,0,3.0,2,1,0.0,6.849066282633458,0,0,1,0,0.0,1,0,2,Multiple,cancers,non_randomized,unknown,crossover,treatment,Other,all,adult
NCT02701062,1,2.0,2,1,6.333279628139691,7.090076835776092,0,0,0,0,0.0,0,1,4,Multiple,cardiovascular_diseases,randomized,unknown,parallel,other,Industry,all,adult
NCT01594931,1,3.0,1,0,6.169610732491456,5.616771097666572,0,0,1,0,0.0,-1,-1,2,drug,others,randomized,triple,parallel,treatment,Multiple,all,mixed
NCT03992768,1,1.0,1,0,6.293419278846481,6.735780014242327,0,0,0,0,0.0,0,1,not applicable,device,others,non_randomized,unknown,single_group,diagnostic,Industry,all,unknown
NCT02983214,1,2.0,1,0,6.717804695023691,6.970730078143525,0,0,1,0,0.0,-1,-1,4,drug,Multiple,randomized,unknown,parallel,research,Multiple,all,adult
NCT03481842,0,1.0,2,1,0.0,0.0,0,0,1,0,0.0,0,0,1,Multiple,Multiple,non_randomized,unknown,single_group,prevention,Industry,female,adult
